HP:0000183	Difficulty in tongue movements	舌運動障害	困難 OR 障害|インジウム|舌|移動 OR 運動 OR 動作		舌の動きの難しさ	舌|動作
HP:0000185	Cleft soft palate	軟口蓋裂	軟口蓋裂		口蓋裂	軟口蓋
HP:0000187	Broad alveolar ridges	幅広い歯槽隆起	広い OR 幅広い OR 広範 OR ブロード|肺胞 OR 肺胞性 OR 胞巣状 OR 胞巣 OR 歯槽		広い歯槽堤	肺胞の
HP:0000188	Short upper lip	短い上口唇	短い OR 乏しい OR 不足 OR 省略された|上唇		短い上唇	短い|上唇
HP:0000189	Narrow palate	狭い口蓋	狭い OR 細い OR 狭小 OR 狭くする OR 制限|口蓋	口蓋の狭小化	狭い口蓋	口蓋
HP:0000190	Abnormal oral frenulum morphology	口腔小帯異常	異常 OR 異常性|経口 OR 経口的 OR 内服用 OR 口頭|形態学 OR 形態	形態	口腔小帯の形態異常	奇形の|口|形態学
HP:0000191	Accessory oral frenulum	副口腔小帯	付属 OR アクセサリー OR 副 OR 付属物|経口 OR 経口的 OR 内服用 OR 口頭		付属口腔帯	副の|口
HP:0000193	Bifid uvula	二分した口蓋垂	口蓋垂裂 OR 二分口蓋垂		二分された口蓋垂	口蓋垂裂
HP:0000194	Open mouth	開口	開く OR 開放 OR オープン OR 開口 OR オープン OR 未解決 OR 開放的 OR 開放性|口		口を開けて	直視下の|口
HP:0000196	Lower lip pit	下口唇小孔	下唇|窪み OR ピット OR 窩 OR 壁孔		下唇ピット	したくちびる
HP:0000197	Abnormal parotid gland morphology	耳下腺異常	異常 OR 異常性|耳下腺|形態学 OR 形態	耳下腺の形態異常	耳下腺の形態異常	奇形の|耳下腺|形態学
HP:0000198	Absence of Stensen duct	Stensen 管の異常	非存在 OR 欠如 OR 欠くこと OR ないこと OR 欠神 OR 欠損症|管 OR 導管		ステンセン管の不在	アブサンス|導管
HP:0000199	Tongue nodules	舌結節	舌|小結節 OR 根粒		舌結節	舌|小結節
HP:0000200	Short lingual frenulum	短い舌小帯	短い OR 乏しい OR 不足 OR 省略された|舌 OR 舌音		短い舌小帯	短い|舌の
HP:0000201	Pierre-Robin sequence	Pierre-Robin シークェンス	配列 OR 連続 OR 順序 OR 結果 OR 筋道 OR シークエンス OR 配列決定		 Pierre-Robinシーケンス	配列順
HP:0000202	Oral cleft	口腔裂	経口 OR 経口的 OR 内服用 OR 口頭|間隙 OR 中裂		口腔裂	口
HP:0000204	Cleft upper lip	上口唇裂	間隙 OR 中裂|上唇		裂けた上唇	上唇
HP:0000205	Pursed lips	すぼめた口唇	唇		すぼめた唇	口唇
HP:0000206	Glossitis	舌炎	舌炎		舌炎	舌炎
HP:0000207	Triangular mouth	三角形の口	三角形|口		三角口	三角形の|口
HP:0000211	Trismus	開口障害 (牙関緊急)	開口障害		トリスマス	咬痙
HP:0000212	Gingival overgrowth	歯肉過成長	歯肉増殖		歯肉増殖	歯肉過剰発育
HP:0000214	Lip telangiectasia	口唇毛細血管拡張	唇|毛細血管拡張症 OR 毛細血管拡張 OR 末梢血管拡張 OR 毛細血管拡張性		唇毛細血管拡張症	口唇|毛細血管拡張症
HP:0000215	Thick upper lip vermilion	分厚い上口唇唇紅部	厚い OR 太い OR 濃い|上唇		厚い上唇朱	上唇
HP:0000216	Broad secondary alveolar ridge	幅広二次性歯槽隆起	広い OR 幅広い OR 広範 OR ブロード|二次 OR 二次性 OR 二次的 OR 第二 OR 第二次 OR 続発性 OR 続発 OR 第二級 OR 二級|歯槽堤		広い二次歯槽堤	続発性|歯槽堤
HP:0000217	Xerostomia	口内乾燥症	口内乾燥	口内乾燥	口内乾燥症	口内乾燥症
HP:0000218	High palate	高口蓋	高い OR 高度|口蓋	口蓋の背高化	高口蓋	口蓋
HP:0000219	Thin upper lip vermilion	薄い上口唇唇紅部	薄い OR 細い OR 希薄 OR 薄める OR 間引く|上唇		薄い上唇朱	上唇
HP:0000220	Velopharyngeal insufficiency	口蓋帆咽頭不全	鼻咽腔閉鎖機能不全		咽頭不全	口蓋帆咽頭不全
HP:0000221	Furrowed tongue	溝舌	溝状舌		溝のある舌	ひだ舌
HP:0000222	Gingival hyperkeratosis	歯肉過角化症	歯肉|角化症 OR 過角化 OR 角質増殖 OR 角質増殖症 OR 角化病変 OR 過角化症 OR 角化亢進	角質増殖	歯肉過角化症	歯肉の|過角化
HP:0000223	Abnormality of taste sensation	味覚の異常	異常 OR 異常性 OR 奇形|味覚 OR 味 OR 食味 OR 味がする|感覚 OR 感覚機能		味覚異常	異常|味覚
HP:0000224	Decreased taste sensation	味覚減少	味覚 OR 味 OR 食味 OR 味がする|感覚 OR 感覚機能		味覚低下	味覚
HP:0000225	Gingival bleeding	歯肉出血	歯肉出血		歯肉出血	歯肉出血
HP:0000227	Tongue telangiectasia	舌毛細血管拡張	舌|毛細血管拡張症 OR 毛細血管拡張 OR 末梢血管拡張 OR 毛細血管拡張性		舌毛細血管拡張症	舌|毛細血管拡張症
HP:0000228	Oral cavity telangiectasia	口腔毛細血管拡張	口腔|毛細血管拡張症 OR 毛細血管拡張 OR 末梢血管拡張 OR 毛細血管拡張性		口腔毛細血管拡張症	口腔|毛細血管拡張症
HP:0000230	Gingivitis	歯肉炎	歯肉炎		歯肉炎	歯肉炎
HP:0000232	Everted lower lip vermilion	下口唇唇紅部外反	下唇		エバーテッドロワーリップバーミリオン	したくちびる
HP:0000233	Thin vermilion border	薄い唇紅部縁	薄い OR 細い OR 希薄 OR 薄める OR 間引く|境界 OR 辺縁 OR 境を接する		薄い朱色のボーダー	境界
HP:0000234	Abnormality of the head	頭部の異常	異常 OR 異常性 OR 奇形|頭部 OR 頭		頭の異常	異常|頭
HP:0000235	Abnormality of the fontanelles or cranial sutures	泉門と頭蓋骨縫合の異常	異常 OR 異常性 OR 奇形|泉門|オッズ比|頭蓋縫合		泉門または頭蓋縫合の異常	異常|頭側
HP:0000236	Abnormality of the anterior fontanelle	大泉門の異常	異常 OR 異常性 OR 奇形|大泉門		前方噴門の異常	異常|大泉門
HP:0000237	Small anterior fontanelle	小さい大泉門	小さい OR 少ない OR 低分子|大泉門		小さい前部フォンタネル	大泉門
HP:0000238	Hydrocephalus	水頭症	水頭症		水頭症	水頭症
HP:0000239	Large fontanelles	大きな泉門	大きい OR 多くの OR 大型|泉門		大型フォント	大泉門
