HP:0000041	Chordee	尿道索	陰茎索 OR 尿道索	性病索（尿道索）	NA
HP:0000042	Absent external genitalia	外性器欠損	非存在 OR 欠く OR 欠席|外性器 OR 外陰部 OR 外生殖器	NA	外生殖器がない
HP:0000044	Hypogonadotrophic hypogonadism	低ゴナドトロピン性性腺機能低下症	性腺機能低下症 OR 性腺機能低下 OR 性腺萎縮 OR 生殖機能不全	NA	性腺機能低下症性腺機能低下症
HP:0000045	Abnormality of the scrotum	陰嚢異常	異常 OR 異常性 OR 奇形|陰嚢	NA	陰嚢の異常
HP:0000046	Scrotal hypoplasia	陰嚢低形成	陰嚢|発育不全 OR 形成不全 OR 低形成	NA	陰嚢形成不全
HP:0000047	Hypospadias	尿道下裂	尿道下裂	尿道下裂	NA
HP:0000048	Bifid scrotum	二分陰嚢	二分|陰嚢	陰嚢の二分	Bifid陰嚢
HP:0000049	Shawl scrotum	襟巻陰嚢	陰嚢	NA	Shawl陰嚢
HP:0000050	Hypoplastic male external genitalia	男性外性器低形成	低形成 OR 再生不良性|雄性 OR 男 OR 男性 OR 雄 OR オス|外性器 OR 外陰部 OR 外生殖器	NA	NA
HP:0000051	Perineal hypospadias	会陰尿道下裂	会陰|尿道下裂	尿道下裂	会陰根症候群
HP:0000052	Urethral atresia, male	"尿道閉鎖, 男性"	尿道閉鎖症 OR 尿道閉鎖|雄性 OR 男 OR 男性 OR 雄 OR オス	NA	尿道閉鎖症
HP:0000053	Macroorchidism	巨大精巣	巨精巣症 OR 巨睾丸症	NA	マクロディレクター
HP:0000054	Micropenis	小陰茎	NA	NA	NA
HP:0000055	Abnormality of female external genitalia	女性外性器異常	異常 OR 異常性 OR 奇形|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌|外性器 OR 外陰部 OR 外生殖器	NA	女性外性器の異常
HP:0000056	Abnormality of the clitoris	陰核異常	異常 OR 異常性 OR 奇形|陰核 OR クリトリス	NA	クリトリスの異常
HP:0000057	obsolete Clitoromegaly	巨大陰核	陰核肥大	NA	古いClitoromegaly
HP:0000058	Abnormality of the labia	陰唇異常	異常 OR 異常性 OR 奇形	NA	陰唇の異常
HP:0000059	Hypoplastic labia majora	大陰唇低形成	低形成 OR 再生不良性	NA	NA
HP:0000060	Clitoral hypoplasia	陰核低形成	陰核 OR クリトリス|発育不全 OR 形成不全 OR 低形成	NA	陰核形成不全
HP:0000061	Ambiguous genitalia, female	"性別不明の外性器, 女性"	外性器異常|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌	NA	あいまいな性器
HP:0000062	Ambiguous genitalia	性別不明の外性器	外性器異常	NA	あいまいな生殖器
HP:0000063	Fused labia minora	小陰唇癒合	NA	NA	融合陰唇
HP:0000064	Hypoplastic labia minora	小陰唇低形成	低形成 OR 再生不良性	NA	高脂血症性小陰唇
HP:0000065	Labial hypertrophy	陰唇肥大	口唇 OR 陰唇|肥大 OR 肥厚 OR 肥大化	NA	陰唇肥大
HP:0000066	Labial hypoplasia	陰唇低形成	口唇 OR 陰唇|発育不全 OR 形成不全 OR 低形成	NA	陰唇形成不全
HP:0000067	Urethral atresia, female	"尿道閉鎖, 女性"	尿道閉鎖症 OR 尿道閉鎖|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌	NA	尿道閉鎖症
HP:0000068	Urethral atresia	尿道閉鎖	尿道閉鎖症 OR 尿道閉鎖	NA	尿道閉鎖症
HP:0000069	Abnormality of the ureter	尿管異常	異常 OR 異常性 OR 奇形|尿管 OR 輸尿管	NA	尿管の異常
HP:0000070	Ureterocele	尿管瘤	尿管瘤	NA	尿道瘤
HP:0000071	Ureteral stenosis	尿管狭窄	尿管狭窄 OR 尿管狭窄症	NA	尿管狭窄
HP:0000072	Hydroureter	水尿管症	水尿管 OR 水尿管症	水尿管	NA
HP:0000073	Ureteral duplication	尿管重複	尿管|重複 OR 複製	NA	尿細管複製
HP:0000074	Ureteropelvic junction obstruction	尿管腎盂接合部閉塞	腎盂尿管移行部閉塞	腎盂尿管移行部の閉塞	尿細管接合部閉塞
HP:0000075	Renal duplication	腎重複	腎臓 OR 腎性 OR 腎|重複 OR 複製	NA	腎臓複製
HP:0000076	Vesicoureteral reflux	膀胱尿管逆流	膀胱尿管逆流 OR 膀胱尿管逆流症 OR 膀胱尿管逆流現象	膀胱尿管逆流	膀胱尿管逆流
HP:0000077	Abnormality of the kidney	腎異常	異常 OR 異常性 OR 奇形|腎臓 OR 腎	NA	腎臓の異常
HP:0000078	Abnormality of the genital system	性器異常	異常 OR 異常性 OR 奇形|生殖 OR 性器 OR 生殖器 OR 陰部|系 OR システム OR 体系 OR 体制 OR 方式 OR 制度	NA	生殖器系の異常
HP:0000079	Abnormality of the urinary system	尿路異常	異常 OR 異常性 OR 奇形|泌尿器系 OR 尿路系 OR 尿路	NA	泌尿器系の異常
HP:0000080	Abnormality of reproductive system physiology	性的生理異常	異常 OR 異常性 OR 奇形|生殖器系|生理学 OR 生理 OR 生理機能	生理	生殖系生理学の異常
HP:0000081	Duplicated collecting system	集合管重複	系 OR システム OR 体系 OR 体制 OR 方式 OR 制度	NA	重複回収システム
HP:0000083	Renal insufficiency	腎不全	腎不全 OR 腎機能不全	NA	腎不全
HP:0000085	Horseshoe kidney	馬蹄腎	馬蹄腎 OR 馬蹄鉄腎	NA	ホースシュー腎臓
HP:0000086	Ectopic kidney	異所性腎	異所性腎	異所性の腎臓	異所腎臓
HP:0000089	Renal hypoplasia	腎低形成	腎低形成 OR 腎発育不全	腎臓発育不全	腎不全
HP:0000090	Nephronophthisis	ネフロン癆	ネフロン癆 OR 腎癆	NA	NA
HP:0000091	Abnormality of the renal tubule	腎尿細管異常	異常 OR 異常性 OR 奇形|尿細管 OR 腎尿細管	NA	腎尿細管の異常
HP:0000092	Tubular atrophy	尿細管萎縮	尿細管萎縮	NA	管状萎縮症
HP:0000093	Proteinuria	蛋白尿	蛋白尿 OR タンパク尿 OR 蛋白尿症 OR タンパク尿症	NA	NA
HP:0000095	Abnormality of the glomerulus	糸球体異常	異常 OR 異常性 OR 奇形|糸球体	NA	糸球体の異常
HP:0000096	Glomerulosclerosis	糸球体硬化症	糸球体硬化症 OR 糸球体硬化	糸球体硬化症	糸球体硬化症
HP:0000097	Focal segmental glomerulosclerosis	巣状分節性糸球体硬化症	巣状分節性糸球体硬化症	糸球体硬化症	焦点区域糸球体硬化症
HP:0000098	Tall stature	高身長	高い|身長	NA	背の高い身長
HP:0000099	Glomerulonephritis	糸球体腎炎	糸球体腎炎	糸球体腎炎	糸球体腎炎
HP:0000100	Nephrotic syndrome	ネフローゼ症候群	ネフローゼ症候群	NA	ネフローゼ症候群
HP:0000103	Polyuria	多尿	多尿 OR 多尿症	多尿	NA
HP:0000104	Renal agenesis	腎無発生	腎無発生	NA	腎不全
HP:0000105	Enlarged kidneys	腎拡大	腎臓 OR 腎	腎臓肥大	拡大腎臓
HP:0000107	Renal cyst	腎嚢胞	腎嚢胞	NA	腎嚢胞
HP:0000108	Renal corticomedullary cysts	腎皮質髄質嚢胞	腎臓 OR 腎性 OR 腎|皮髄|嚢胞 OR 嚢腫 OR シスト OR 被覆体	NA	腎性コルチコイド嚢胞
HP:0000110	Renal dysplasia	腎異形成	腎異形成 OR 腎形成不全 OR 腎形成異常	NA	腎臓異形成
HP:0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	腎傍糸球体細胞肥大/過形成	腎臓 OR 腎性 OR 腎|傍糸球体細胞|肥大 OR 肥厚 OR 肥大化|過形成	NA	腎性傍糸球体細胞肥大/過形成
HP:0000112	Nephropathy	腎症	腎症 OR 腎障害	NA	腎症
HP:0000113	Polycystic kidney dysplasia	多嚢胞性腎異形成	多発性嚢胞腎 OR 多嚢胞腎 OR 嚢胞腎|異形成 OR 形成異常 OR 異形成症	多発性嚢胞腎	多発性嚢胞異形成
HP:0000114	Proximal tubulopathy	近位腎尿細管症	近位 OR 基部|細尿管症	NA	近位尿細管
HP:0000117	Renal phosphate wasting	腎性リン喪失	腎臓 OR 腎性 OR 腎|リン酸塩 OR リン酸エステル OR ホスフェート OR フォスフェート OR リン酸|消耗 OR 消耗性 OR 萎縮性 OR 喪失性	NA	腎リン酸浪費
HP:0000118	Phenotypic abnormality	NA	表現型 OR 表現形|異常 OR 異常性 OR 奇形	NA	表現型異常
HP:0000119	Abnormality of the genitourinary system	泌尿生殖器異常	異常 OR 異常性 OR 奇形|泌尿生殖器系 OR 尿生殖系 OR 尿生殖器系	NA	尿生殖器系の異常
HP:0000121	Nephrocalcinosis	腎石灰化症	腎石灰化症 OR 腎石灰沈着症 OR 腎石灰沈着	腎臓の石灰化	腎石灰化症
HP:0000122	Unilateral renal agenesis	片側性腎無発生	一側性 OR 一側 OR 片側性 OR 片側|腎無発生	NA	片側腎不全
HP:0000123	Nephritis	腎炎	腎炎	NA	腎炎
HP:0000124	Renal tubular dysfunction	腎尿細管機能障害	腎尿細管機能障害 OR 腎尿細管機能不全	NA	腎尿細管機能不全
HP:0000125	Pelvic kidney	骨盤腎	骨盤腎	骨盤腎	骨盤腎臓
HP:0000126	Hydronephrosis	水腎症	水腎症	水腎症	NA
HP:0000127	Renal salt wasting	腎性塩類喪失	腎臓 OR 腎性 OR 腎|塩 OR 塩類 OR 塩分 OR 塩分を加える|消耗 OR 消耗性 OR 萎縮性 OR 喪失性	NA	腎臓塩浪費
HP:0000128	Renal potassium wasting	腎性カリウム喪失	腎臓 OR 腎性 OR 腎|カリウム|消耗 OR 消耗性 OR 萎縮性 OR 喪失性	NA	腎臓カリウム浪費
HP:0000130	Abnormality of the uterus	子宮異常	異常 OR 異常性 OR 奇形|子宮	NA	子宮の異常
HP:0000131	Uterine leiomyoma	子宮平滑筋腫	子宮筋腫 OR 子宮平滑筋腫 OR 子宮筋腫症	NA	子宮平滑筋腫
HP:0000132	Menorrhagia	月経痛	月経過多	NA	NA
HP:0000133	Gonadal dysgenesis	性腺異発生	性器発育不全 OR 性腺形成不全 OR 性腺形成不全症 OR 性腺形成異常症	NA	性腺発育異常
HP:0000134	Female hypogonadism	女性性腺機能低下症 hypogonadism	雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌|性腺機能低下症 OR 性腺機能低下 OR 性腺萎縮 OR 生殖機能不全	NA	女性性腺機能低下症
HP:0000135	Hypogonadism	性腺機能低下症	性腺機能低下症 OR 性腺機能低下 OR 性腺萎縮 OR 生殖機能不全	NA	性腺機能低下症
HP:0000136	Bifid uterus	二分子宮	二分|子宮	子宮の二分	Bifid子宮
HP:0000137	Abnormality of the ovary	卵巣異常	異常 OR 異常性 OR 奇形|卵巣	NA	卵巣の異常
HP:0000138	Ovarian cyst	卵巣嚢胞	卵巣嚢胞 OR 卵巣のう胞 OR 卵巣嚢腫 OR 卵巣のう腫	NA	卵巣嚢胞
HP:0000139	Uterine prolapse	子宮脱	子宮脱	NA	子宮脱出症
HP:0000140	Abnormality of the menstrual cycle	月経周期異常	異常 OR 異常性 OR 奇形|月経周期	NA	月経周期の異常
HP:0000141	Amenorrhea	無月経	無月経 OR 無月経症	無月経	無月経
HP:0000142	Abnormality of the vagina	膣異常	異常 OR 異常性 OR 奇形|腟 OR 膣	NA	膣の異常
HP:0000143	Rectovaginal fistula	直腸膣瘻	直腸腟瘻 OR 直腸膣瘻	直腸膣瘻	直腸膣瘻
HP:0000144	Decreased fertility	妊孕性減少	受胎能	NA	繁殖力の低下
HP:0000145	Transverse vaginal septum	横断性膣中隔	横行 OR 横行性 OR 横径 OR 横断|腟中隔 OR 膣中隔	膣中隔	横方向膣中隔
HP:0000147	Polycystic ovaries	多嚢胞性卵巣	多嚢胞性卵巣 OR 多嚢胞卵巣	NA	多発性嚢胞卵巣
HP:0000148	Vaginal atresia	膣閉鎖	腟閉鎖 OR 膣閉鎖 OR 腟閉鎖症 OR 膣閉鎖症	NA	膣アレージア
HP:0000149	Ovarian gonadoblastoma	卵巣生殖腺芽細胞腫	卵巣 OR 子房|性腺芽腫	NA	卵巣腺芽腫
HP:0000150	Gonadoblastoma	性腺芽細胞腫	性腺芽腫	NA	性腺芽細胞腫
HP:0000151	Aplasia of the uterus	子宮無形成	形成不全 OR 無形成|子宮	NA	子宮の無形成症
HP:0000152	Abnormality of head or neck	頭部と頸部の異常	異常 OR 異常性 OR 奇形|頭部 OR 頭|オッズ比|首 OR 頸部 OR 頚部	NA	頭や首の異常
HP:0000153	Abnormality of the mouth	口の異常	異常 OR 異常性 OR 奇形|口	NA	口の異常
HP:0000154	Wide mouth	幅広い口	広い OR 広範 OR 広大 OR 全体にわたる|口	NA	広口
HP:0000155	Oral ulcer	口腔潰瘍	口腔潰瘍 OR 口腔内潰瘍 OR 口内潰瘍	NA	口腔潰瘍
HP:0000157	Abnormality of the tongue	舌の異常	異常 OR 異常性 OR 奇形|舌	NA	舌の異常
HP:0000158	Macroglossia	巨舌	巨舌 OR 巨舌症 OR 巨大舌 OR 大舌症	NA	NA
HP:0000159	Abnormality of the lip	口唇の異常	異常 OR 異常性 OR 奇形|唇	NA	唇の異常
HP:0000160	Narrow mouth	狭い口	狭い OR 狭小 OR 細い OR 狭くする OR 制限|口	NA	狭い口
HP:0000161	Median cleft lip	正中口唇裂	正中口唇裂	口唇裂	メジアン裂け目
HP:0000162	Glossoptosis	舌根沈下	舌根沈下	NA	NA
HP:0000163	Abnormality of the oral cavity	口腔の異常	異常 OR 異常性 OR 奇形|口腔	NA	口腔の異常
HP:0000164	Abnormality of the teeth	歯の異常	異常 OR 異常性 OR 奇形|歯 OR 歯牙	NA	歯の異常
HP:0000166	Severe periodontitis	重度の歯周炎	激しい OR 苛酷 OR 重症 OR 重篤 OR 重度 OR 重症型|歯周炎 OR 歯根膜炎 OR 歯周病	NA	重度の歯周炎
HP:0000168	Abnormality of the gingiva	歯肉の異常	異常 OR 異常性 OR 奇形|歯肉	NA	歯肉の異常
HP:0000169	Gingival fibromatosis	歯肉線維腫症	歯肉線維腫症	NA	歯肉線維腫症
HP:0000171	Microglossia	小舌	小舌症 OR 小舌	NA	NA
HP:0000172	Abnormality of the uvula	口蓋垂の異常	異常 OR 異常性 OR 奇形|口蓋垂	NA	口蓋垂の異常
HP:0000174	Abnormality of the palate	口蓋の異常	異常 OR 異常性 OR 奇形|口蓋	NA	口蓋の異常
HP:0000175	Cleft palate	口蓋裂	口蓋裂	口蓋裂	口蓋裂口
HP:0000176	Submucous cleft hard palate	粘膜下硬口蓋裂	粘膜下|硬口蓋裂	NA	粘液下裂の硬口蓋
HP:0000177	Abnormality of upper lip	上口唇の異常	異常 OR 異常性 OR 奇形|上唇	NA	上唇の異常
HP:0000178	Abnormality of lower lip	下口唇の異常	異常 OR 異常性 OR 奇形|下唇	NA	下唇の異常
HP:0000179	Thick lower lip vermilion	分厚い下口唇唇紅部	厚い OR 太い OR 濃い|下唇	NA	太い下唇の朱色
HP:0000180	Lobulated tongue	分葉舌	舌	NA	NA
HP:0000182	Movement abnormality of the tongue	舌運動異常	移動 OR 運動 OR 動作|異常 OR 異常性 OR 奇形|舌	NA	舌の動き異常
HP:0000183	Difficulty in tongue movements	舌運動障害	困難 OR 障害|インジウム|舌|移動 OR 運動 OR 動作	NA	舌の動きの難しさ
HP:0000185	Cleft soft palate	軟口蓋裂	軟口蓋裂	NA	口蓋軟口蓋
HP:0000187	Broad alveolar ridges	幅広い歯槽隆起	広い OR 広範 OR ブロード|肺胞 OR 肺胞性 OR 胞巣状 OR 胞巣 OR 歯槽	NA	広範な肺胞堤
HP:0000188	Short upper lip	短い上口唇	短い OR 乏しい OR 不足 OR 省略された|上唇	NA	ショートアッパーリップ
HP:0000189	Narrow palate	狭い口蓋	狭い OR 狭小 OR 細い OR 狭くする OR 制限|口蓋	口蓋の狭小化	狭い口蓋
HP:0000190	Abnormality of oral frenula	口腔小帯異常	異常 OR 異常性 OR 奇形|経口 OR 経口的 OR 内服用 OR 口頭	NA	口腔炎の異常
HP:0000191	Accessory oral frenulum	副口腔小帯	付属 OR アクセサリー OR 副 OR 付属物|経口 OR 経口的 OR 内服用 OR 口頭	NA	アクセサリー口腔内膜
HP:0000193	Bifid uvula	二分した口蓋垂	口蓋垂裂 OR 二分口蓋垂	NA	NA
HP:0000194	Open mouth	開口	開く OR 開放 OR オープン OR 開口 OR オープン OR 開放的 OR 開放性|口	NA	口開き
HP:0000196	Lower lip pit	下口唇小孔	下唇|窪み OR ピット OR 窩 OR 壁孔	NA	下唇のピット
HP:0000197	Abnormality of parotid gland	耳下腺異常	異常 OR 異常性 OR 奇形|耳下腺	NA	耳下腺の異常
HP:0000198	Absence of Stensen duct	Stensen 管の異常	非存在 OR 欠如 OR 欠くこと OR ないこと OR 欠神 OR 欠損症|管 OR 導管	NA	Stensenダクトの不在
HP:0000199	Tongue nodules	舌結節	舌|小結節 OR 根粒	NA	舌の結節
HP:0000200	Short lingual frenulum	短い舌小帯	短い OR 乏しい OR 不足 OR 省略された|舌 OR 舌音	NA	短期舌frenulum
HP:0000201	Pierre-Robin sequence	Pierre-Robin シークェンス	配列 OR 連続 OR 順序 OR 結果 OR 筋道 OR シークエンス OR 配列決定	NA	Pierre-Robinシーケンス
HP:0000202	Oral cleft	口腔裂	経口 OR 経口的 OR 内服用 OR 口頭|間隙 OR 中裂	NA	口腔裂け目
HP:0000204	Cleft upper lip	上口唇裂	間隙 OR 中裂|上唇	NA	クレフトアッパーリップ
HP:0000205	Pursed lips	すぼめた口唇	唇	NA	NA
HP:0000206	Glossitis	舌炎	舌炎	NA	NA
HP:0000207	Triangular mouth	三角形の口	三角形|口	NA	三角口
HP:0000211	Trismus	開口障害 (牙関緊急)	開口障害	NA	NA
HP:0000212	Gingival overgrowth	歯肉過成長	歯肉増殖 OR 歯肉肥厚 OR 歯肉異常増殖	NA	歯肉の過成長
HP:0000214	Lip telangiectasia	口唇毛細血管拡張	唇|毛細血管拡張症 OR 毛細血管拡張 OR 末梢血管拡張	NA	毛細血管拡張症
HP:0000215	Thick upper lip vermilion	分厚い上口唇唇紅部	厚い OR 太い OR 濃い|上唇	NA	厚い上唇vermilion
HP:0000216	Broad secondary alveolar ridge	幅広二次性歯槽隆起	広い OR 広範 OR ブロード|二次 OR 二次性 OR 二次的 OR 第二 OR 第二次 OR 続発性 OR 続発 OR 第二級 OR 二級|歯槽堤	NA	広範な二次肺胞隆道
HP:0000217	Xerostomia	口内乾燥症	口内乾燥 OR 口腔乾燥症 OR 口腔内乾燥感 OR 口腔乾燥症状 OR 口乾	口内乾燥	口腔乾燥症
HP:0000218	High palate	高口蓋	高い OR 高度|口蓋	口蓋の背高化	高口蓋
HP:0000219	Thin upper lip vermilion	薄い上口唇唇紅部	薄い OR 細い OR 希薄 OR 薄める OR 間引く|上唇	NA	薄い上唇vermilion
HP:0000220	Velopharyngeal insufficiency	口蓋帆咽頭不全	鼻咽腔閉鎖機能不全	NA	口咽頭不全
HP:0000221	Furrowed tongue	溝舌	溝状舌	NA	寝たきりの舌
HP:0000222	Gingival hyperkeratosis	歯肉過角化症	歯肉|角化症 OR 角質増殖 OR 過角化 OR 角化病変 OR 過角化症 OR 角化亢進	角質増殖	歯肉角化症
HP:0000223	Abnormality of taste sensation	味覚の異常	異常 OR 異常性 OR 奇形|味覚 OR 味 OR 食味 OR 味がする|感覚 OR 感覚機能	NA	味覚の異常
HP:0000224	Decreased taste sensation	味覚減少	味覚 OR 味 OR 食味 OR 味がする|感覚 OR 感覚機能	NA	味覚の減少
HP:0000225	Gingival bleeding	歯肉出血	歯肉出血	NA	歯肉出血
HP:0000227	Tongue telangiectasia	舌毛細血管拡張	舌|毛細血管拡張症 OR 毛細血管拡張 OR 末梢血管拡張	NA	舌毛細血管拡張症
HP:0000228	Oral cavity telangiectasia	口腔毛細血管拡張	口腔	NA	口腔毛細血管拡張症
HP:0000230	Gingivitis	歯肉炎	歯肉炎	NA	歯肉炎
HP:0000232	Everted lower lip vermilion	下口唇唇紅部外反	下唇	NA	倒れた下唇の朱色
HP:0000233	Thin vermilion border	薄い唇紅部縁	薄い OR 細い OR 希薄 OR 薄める OR 間引く|境界 OR 辺縁 OR 境を接する	NA	薄い朱色のボーダー
HP:0000234	Abnormality of the head	頭部の異常	異常 OR 異常性 OR 奇形|頭部 OR 頭	NA	頭部の異常
HP:0000235	Abnormality of the fontanelles or cranial sutures	泉門と頭蓋骨縫合の異常	異常 OR 異常性 OR 奇形|泉門|オッズ比|頭蓋縫合	NA	ファサネルまたは頭蓋縫合の異常
HP:0000236	Abnormality of the anterior fontanelle	大泉門の異常	異常 OR 異常性 OR 奇形|大泉門	NA	前肢の異常
HP:0000237	Small anterior fontanelle	小さい大泉門	小さい OR 少ない OR 低分子|大泉門	NA	小さい前部のfontanelle
HP:0000238	Hydrocephalus	水頭症	水頭症	NA	NA
HP:0000239	Large fontanelles	大きな泉門	大きい OR 大型 OR 多い|泉門	NA	大型フォントファミリ
HP:0000240	Abnormality of skull size	頭蓋骨サイズの異常	異常 OR 異常性 OR 奇形|頭蓋骨|サイズ OR 大きさ	NA	頭蓋骨サイズの異常
HP:0000242	Parietal bossing	頭頂突出	頭頂部 OR 頭頂 OR 壁側	NA	壁側のボス
HP:0000243	Trigonocephaly	三角頭蓋	三角頭蓋 OR 三角頭蓋症	NA	NA
HP:0000244	Brachyturricephaly	短塔状頭	NA	NA	NA
HP:0000245	Abnormality of the paranasal sinuses	副鼻腔の異常	異常 OR 異常性 OR 奇形|洞	NA	副鼻腔の異常
HP:0000246	Sinusitis	副鼻腔炎	副鼻腔炎	NA	副鼻腔炎
HP:0000248	Brachycephaly	短頭	短頭症 OR 短頭	NA	NA
HP:0000250	Dense calvaria	濃い頭蓋冠	密 OR 高密度 OR 濃い|頭蓋冠 OR 頭頂骨 OR 頭頂部	NA	高密度頭蓋冠
HP:0000252	Microcephaly	小頭	小頭症	小頭症	小頭症
HP:0000253	Progressive microcephaly	進行性小頭	進行性|小頭症	小頭症	プログレッシブ小頭症
HP:0000255	Acute sinusitis	急性副鼻腔炎	急性副鼻腔炎	NA	急性副鼻腔炎
HP:0000256	Macrocephaly	大頭	大頭症	NA	マクロセファリ
HP:0000260	Wide anterior fontanel	幅広い大泉門	広い OR 広範 OR 広大 OR 全体にわたる|大泉門	NA	NA
HP:0000262	Turricephaly	塔状頭	NA	NA	NA
HP:0000263	Oxycephaly	塔状頭	鋭頭	NA	NA
HP:0000264	Abnormality of the mastoid	乳様突起の異常	異常 OR 異常性 OR 奇形|乳様突起	NA	突然変異の異常
HP:0000265	Mastoiditis	乳様突起炎	乳様突起炎 OR 乳突炎	NA	乳腺炎
HP:0000267	Cranial asymmetry	頭蓋非対称	頭蓋 OR 頭側|非対称 OR 不斉 OR 不斉性	NA	頭蓋の非対称性
HP:0000268	Dolichocephaly	長頭	長頭症	NA	NA
